model,arm,task,lang,press,kept,sample_id,value,origin,match_type
llama31-8b,qa,niah_none,ja,none,1.0,21,5130808,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,21,2375453,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,21,3011363,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,23,5449324,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,23,9487336,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,23,3222252,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,23,4576135,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,24,6022741,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,24,9874152,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,24,1131249,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,24,2737893,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,25,9479356,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,25,6752576,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,26,5394880,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,26,8412769,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,26,3194789,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,28,4971793,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,28,3592974,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,28,3726327,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,28,7817881,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,29,1649691,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,29,8896868,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,29,2813543,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,29,7417985,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,30,5674183,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,30,6507321,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,30,2164686,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,30,7685149,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,35,2422633,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,35,3846949,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,35,5761145,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,35,8938746,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,36,5107776,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,36,1775337,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,36,2221854,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,36,8971465,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,37,8132769,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,37,4671545,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,37,1093026,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,38,8425149,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,38,6323376,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,38,9910914,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,38,9468772,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,39,9130188,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,39,9745959,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,39,5013879,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,39,5652512,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,41,7381734,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,41,1098919,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,43,3276659,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,43,8190929,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,43,8746014,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,43,2408404,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,45,1520596,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,45,5148725,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,45,4344717,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,45,1675419,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,47,4327421,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,47,7654757,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,47,2275009,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,48,9488613,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,48,2156902,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,48,6724909,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,48,7217147,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,50,5679639,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,50,5091349,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,50,2453962,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,50,8563202,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,52,8519121,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,52,5031966,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,52,8987516,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,52,9234615,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,53,9907391,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,53,8939993,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,53,6767292,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,53,7191135,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,58,7982241,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,58,2987287,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,58,4786401,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,58,5163953,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,60,1547605,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,60,4883526,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,60,5886520,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,60,8883823,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,61,2925626,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,61,4771676,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,61,5456573,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,63,5200476,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,64,8419378,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,64,9706768,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,64,5666692,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,64,8893693,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,66,7780932,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,66,1019311,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,66,2944841,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,69,5587308,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,69,9094999,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,70,2171218,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,70,7961578,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,70,3290229,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,71,8491822,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,71,3493017,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,71,9125900,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,71,9214800,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,ja,none,1.0,72,7891662,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,72,4918527,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,72,1732280,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,72,7425184,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,73,8387112,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,73,2683838,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,73,9823994,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,77,4895475,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,77,9349470,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,78,8664433,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,78,5195951,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,78,6068760,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,82,8857296,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,82,2932227,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,82,2263313,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,84,8789116,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,84,2060605,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,84,6069909,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,86,7216461,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,86,1548888,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,86,4645180,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,86,5693260,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,87,8628891,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,87,4184459,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,87,3049499,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,91,8684678,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,91,1522621,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,91,9748499,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,91,6060517,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,94,8159911,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,94,6243691,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,94,6243275,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,94,2595275,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,95,2006313,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,95,3182975,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,95,6530541,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,95,7251976,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,96,3595941,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,96,4569164,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,96,9089795,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,96,9512969,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,98,3380261,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,98,2167449,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,98,1514340,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,98,7724045,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,99,1882629,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,99,2425342,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,99,3610197,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ja,none,1.0,99,6442241,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,0,5614226,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,0,3341057,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,1,142857,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,1,803837,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,snapkv,0.5,1,9478454,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,2,6647119,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,2,5661907,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,2,461236,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,snapkv,0.5,3,3094235,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,3,7350753,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,3,2322047,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,3,9996414,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,4,2338687,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,7,3342608,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,7,8698256,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,14,123456,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,16,2651171,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,16,7897151,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,17,4078418,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,17,8077999,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,17,8761611,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,18,3790237,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,18,4965789,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,21,2375453,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,21,5130808,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,21,3011363,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,22,5456272,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,22,3198197,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,22,5004487,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,24,113124,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,snapkv,0.5,24,987654,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,25,9473568,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,25,6756786,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,25,4578963,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,25,1234567,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,25,9876543,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,26,5394885,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,26,3194789,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,26,8412795,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,27,8210624,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,27,1701771,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,28,4971793,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,30,5674183,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,30,6507321,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,30,2164686,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,30,7685149,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,31,1234567,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,32,1028374,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,32,831475,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,33,6188935,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,34,7817101,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,34,6049101,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,35,2422633,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,35,3846949,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,35,5761145,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,35,8938746,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,36,8971465,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,37,278823,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,snapkv,0.5,37,813276,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,snapkv,0.5,37,248823,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,37,109302,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,snapkv,0.5,37,4678545,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,38,9910914,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,38,6323376,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,39,9658018,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,39,5013879,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,40,4879923,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,40,3322111,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,41,9002392,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,41,1098912,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,41,7381734,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,43,8192032,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,44,8072684,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,44,5232413,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,44,7360682,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,45,1520596,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,45,5148725,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,45,4344717,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,45,1675419,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,47,7296605,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,47,7650757,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,47,2279097,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,48,6724909,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,48,7217147,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,49,5531230,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,50,8563202,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,50,5091349,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,50,2453962,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,51,5334344,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,51,6952975,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,51,6709938,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,51,4558780,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,52,923461,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,snapkv,0.5,52,503461,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,53,7191135,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,53,8939993,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,53,9907391,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,54,4231028,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,54,999999,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,54,666666,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,54,333333,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,54,888888,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,54,555555,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,55,5747930,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,55,597190,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,57,5235884,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,57,9014965,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,57,2096280,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,58,4782241,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,58,2987281,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,58,7982241,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,58,2987287,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,59,123456,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,60,1537650,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,60,4886520,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,61,4671676,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,62,6101803,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,62,8863447,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,62,7752972,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,62,3086308,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,65,3698193,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,65,7901578,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,65,2754894,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,65,790157,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,snapkv,0.5,67,1865901,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,69,7970771,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,70,2171218,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,71,8491822,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,71,349017,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,snapkv,0.5,71,9214801,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,71,921480,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,snapkv,0.5,73,8387112,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,snapkv,0.5,83,3073474,DISTRACTOR_EXACT,exact
